GoodCustomer,Credit,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,1549,Male,0,1,35,9,NewCar,1549,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1597,Male,0,1,54,24,Education,1597,4,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,1795,Female,0,0,48,18,Electronics,1795,3,4,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
1,4272,Female,0,0,24,20,Furniture,4272,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,976,Male,0,1,35,12,Electronics,976,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,7472,Female,0,0,24,12,NewCar,7472,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
-1,9271,Male,0,1,24,36,NewCar,9271,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,590,Male,1,0,26,6,Electronics,590,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,930,Male,0,1,65,12,Electronics,930,4,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,9283,Male,0,1,55,42,UsedCar,9283,1,2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
-1,1778,Female,0,0,26,15,NewCar,1778,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,907,Male,0,0,26,8,Business,907,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,484,Male,0,0,28,6,Electronics,484,3,3,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
-1,9629,Male,0,1,24,36,UsedCar,9629,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,3051,Male,0,1,54,48,HomeAppliances,3051,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,3931,Male,0,1,46,48,NewCar,3931,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,7432,Female,0,0,54,36,NewCar,7432,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1338,Male,0,0,62,6,HomeAppliances,1338,1,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1554,Female,0,0,24,6,Electronics,1554,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,15857,Male,0,0,43,36,Other,15857,2,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
-1,1345,Male,0,0,26,18,Electronics,1345,4,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1101,Male,0,0,27,12,NewCar,1101,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3016,Male,0,0,24,12,Electronics,3016,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,2712,Male,0,1,41,36,Furniture,2712,2,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,731,Male,0,1,47,8,NewCar,731,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,3780,Male,0,0,35,18,Furniture,3780,3,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,1602,Male,0,0,30,21,NewCar,1602,4,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,3966,Female,0,0,33,18,NewCar,3966,1,4,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
-1,4165,Male,0,1,36,18,Business,4165,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,8335,Male,0,1,47,36,UsedCar,8335,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,6681,Male,0,1,38,48,Business,6681,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2375,Male,0,1,44,24,Business,2375,4,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,1216,Female,0,0,23,18,NewCar,1216,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-1,11816,Male,0,1,29,45,Business,11816,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,5084,Female,0,0,42,24,Electronics,5084,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,2327,Female,0,0,25,15,Electronics,2327,2,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,1082,Male,0,1,48,12,NewCar,1082,4,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,886,Female,0,0,21,12,Electronics,886,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,601,Female,0,0,23,4,Furniture,601,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,2957,Male,0,1,63,24,UsedCar,2957,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,2611,Male,0,0,46,24,Electronics,2611,4,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
-1,5179,Male,0,1,29,36,Furniture,5179,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2993,Male,0,1,28,21,UsedCar,2993,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1,1943,Female,0,0,23,18,Repairs,1943,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1559,Male,0,1,50,24,Business,1559,4,4,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
1,3422,Male,0,1,47,18,Furniture,3422,4,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,3976,Male,0,1,35,21,Furniture,3976,2,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,6761,Male,0,1,68,18,NewCar,6761,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1249,Male,0,0,28,24,NewCar,1249,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1364,Male,0,1,59,9,Electronics,1364,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,709,Male,0,1,57,12,Electronics,709,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,2235,Male,1,0,33,20,NewCar,2235,4,2,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,4042,Male,0,1,43,24,UsedCar,4042,3,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1471,Male,0,1,35,15,Electronics,1471,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-1,1442,Male,0,1,32,18,NewCar,1442,4,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,10875,Male,0,1,45,36,NewCar,10875,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1474,Male,0,0,33,24,NewCar,1474,4,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,894,Female,0,0,40,10,Retraining,894,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,3343,Male,0,1,28,15,Furniture,3343,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-1,3959,Female,0,0,29,15,NewCar,3959,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3577,Male,1,1,26,9,NewCar,3577,1,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,5804,Male,0,1,27,24,UsedCar,5804,4,2,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,2169,Male,0,0,28,18,Business,2169,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,2439,Female,0,0,35,24,Electronics,2439,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,4526,Male,0,1,32,27,Furniture,4526,4,2,2,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
-1,2210,Male,0,1,25,10,Furniture,2210,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,2221,Female,0,0,20,15,Furniture,2221,2,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,2389,Female,0,0,27,18,Electronics,2389,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,3331,Male,0,1,42,12,Furniture,3331,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,7409,Male,0,1,37,36,Business,7409,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,652,Female,0,0,24,12,Furniture,652,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,7678,Female,0,0,40,36,Furniture,7678,2,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1343,Male,1,1,46,6,NewCar,1343,1,4,2,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1382,Male,0,1,26,24,Business,1382,4,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,874,Female,0,0,24,15,HomeAppliances,874,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,3590,Male,0,1,29,12,Furniture,3590,2,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1322,Female,0,0,40,11,NewCar,1322,4,4,2,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1940,Male,0,1,36,18,Electronics,1940,3,4,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
1,3595,Male,0,1,28,36,Electronics,3595,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,1422,Male,0,1,27,9,NewCar,1422,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,6742,Male,0,1,36,30,Electronics,6742,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,7814,Male,0,1,38,24,UsedCar,7814,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,9277,Male,0,0,48,24,UsedCar,9277,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2181,Male,0,1,36,30,NewCar,2181,4,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1098,Female,0,0,65,18,Electronics,1098,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
-1,4057,Male,0,0,43,24,Furniture,4057,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,795,Female,0,0,53,12,Education,795,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,2825,Male,0,1,34,24,Business,2825,4,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,15672,Male,0,1,23,48,Business,15672,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,6614,Male,0,1,34,36,NewCar,6614,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,7824,Male,0,1,40,28,UsedCar,7824,3,4,2,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
1,2442,Male,0,1,43,27,Business,2442,4,4,4,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1829,Male,0,1,46,15,Electronics,1829,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,2171,Male,1,1,38,12,NewCar,2171,4,4,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1,5800,Male,0,1,34,36,UsedCar,5800,3,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1169,Male,0,1,29,18,Electronics,1169,4,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,8947,Male,0,1,31,36,UsedCar,8947,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2606,Female,0,0,28,21,Electronics,2606,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,1592,Female,1,0,35,12,Furniture,1592,3,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,2186,Female,0,0,33,15,Furniture,2186,1,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
-1,4153,Male,0,1,42,18,Furniture,4153,2,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1,2625,Male,0,1,43,16,NewCar,2625,2,4,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1
1,3485,Male,0,0,44,20,NewCar,3485,2,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,10477,Male,0,1,42,36,UsedCar,10477,2,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,1386,Male,0,0,40,15,Electronics,1386,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1278,Male,0,1,36,24,Electronics,1278,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1107,Male,0,1,20,12,Electronics,1107,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3763,Male,1,1,24,21,NewCar,3763,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,3711,Male,0,0,27,36,Education,3711,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3594,Female,0,0,46,15,UsedCar,3594,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3195,Female,0,0,33,9,NewCar,3195,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,4454,Female,0,0,34,36,Electronics,4454,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,4736,Female,0,0,25,24,Furniture,4736,2,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1,2991,Female,0,0,25,30,Electronics,2991,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2142,Male,0,0,28,11,Business,2142,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,3161,Male,0,1,31,24,Business,3161,4,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
-1,18424,Female,1,0,32,48,Other,18424,1,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,2848,Male,0,1,32,10,UsedCar,2848,1,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1,14896,Male,0,1,68,6,NewCar,14896,1,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
-1,2359,Male,0,0,33,24,Furniture,2359,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,3345,Male,0,1,39,24,Furniture,3345,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,1817,Female,0,0,28,18,Furniture,1817,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,12749,Male,0,1,37,48,Electronics,12749,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
-1,1366,Female,0,0,22,9,Electronics,1366,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,2002,Male,0,1,30,12,NewCar,2002,3,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,6872,Male,0,0,55,24,Furniture,6872,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
-1,697,Male,0,1,46,12,NewCar,697,4,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
1,1049,Female,0,0,21,18,Furniture,1049,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
-1,10297,Male,0,1,39,48,UsedCar,10297,4,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1867,Male,0,1,58,30,Electronics,1867,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1344,Male,0,1,43,12,NewCar,1344,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1747,Male,1,1,24,24,Furniture,1747,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-1,1670,Female,0,0,22,9,Electronics,1670,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1224,Male,0,1,30,9,NewCar,1224,3,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,522,Male,0,1,42,12,Electronics,522,4,4,2,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1498,Female,0,0,23,12,Electronics,1498,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,1919,Male,0,1,30,30,Electronics,1919,4,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,745,Female,0,0,28,9,Electronics,745,3,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2063,Male,0,0,30,6,Electronics,2063,4,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
-1,6288,Male,0,1,42,60,Education,6288,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6842,Male,0,1,46,24,UsedCar,6842,2,4,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3527,Male,0,1,45,12,NewCar,3527,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1546,Male,1,1,31,10,NewCar,1546,3,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,929,Male,0,1,31,24,Furniture,929,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1455,Male,0,1,42,4,NewCar,1455,2,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1845,Female,0,0,46,15,Furniture,1845,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1,8358,Female,0,0,30,48,NewCar,8358,1,1,2,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,3349,Male,0,1,30,24,Furniture,3349,4,4,1,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
1,2859,Male,0,1,38,12,NewCar,2859,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,1533,Male,0,0,43,18,Furniture,1533,4,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-1,3621,Male,0,1,31,24,Electronics,3621,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,3590,Male,0,0,40,18,Business,3590,3,3,3,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
-1,2145,Male,0,1,24,36,Business,2145,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-1,4113,Female,0,0,28,24,UsedCar,4113,3,4,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
-1,10974,Female,0,0,26,36,Furniture,10974,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,1893,Female,0,0,29,12,NewCar,1893,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,1231,Female,0,0,57,24,Electronics,1231,4,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
1,3656,Male,0,1,49,30,Electronics,3656,4,4,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1154,Male,0,1,37,9,Electronics,1154,2,4,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,4006,Male,0,1,45,28,NewCar,4006,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3069,Male,0,1,30,24,Furniture,3069,4,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1740,Male,0,0,30,6,Electronics,1740,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,2353,Male,0,0,47,21,NewCar,2353,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3556,Male,0,1,29,15,NewCar,3556,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,2397,Male,0,1,35,24,Electronics,2397,3,2,2,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1,454,Male,0,0,22,6,Repairs,454,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1715,Female,0,0,26,30,Electronics,1715,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,2520,Male,0,1,23,27,Electronics,2520,4,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1,3568,Female,0,0,54,15,Electronics,3568,4,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1,7166,Male,0,0,29,42,Electronics,7166,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,3939,Male,0,1,40,11,NewCar,3939,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1514,Male,0,1,22,15,Repairs,1514,4,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,7393,Male,0,1,43,24,NewCar,7393,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,1193,Female,0,0,29,24,NewCar,1193,1,4,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
-1,7297,Male,0,1,36,60,Business,7297,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1,2831,Female,0,0,33,30,Electronics,2831,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1258,Female,0,0,57,24,Electronics,1258,3,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,753,Female,0,0,64,6,Electronics,753,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,2427,Male,0,1,42,18,Business,2427,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-1,2538,Male,0,1,47,24,NewCar,2538,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1,1264,Male,0,0,25,15,NewCar,1264,2,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
-1,8386,Male,0,1,49,30,Furniture,8386,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,4844,Male,0,1,33,48,Business,4844,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1,2923,Female,0,0,28,21,NewCar,2923,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,8229,Male,0,1,26,36,UsedCar,8229,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2028,Male,0,1,30,24,Furniture,2028,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,1433,Female,0,0,25,15,Furniture,1433,4,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,6289,Male,0,0,33,42,Business,6289,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1409,Female,0,0,64,13,Electronics,1409,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,6579,Male,0,1,29,24,UsedCar,6579,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1743,Male,0,1,48,24,Electronics,1743,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,3565,Male,0,1,37,12,Education,3565,2,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1569,Male,0,1,34,15,Electronics,1569,4,4,1,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1,1936,Male,0,0,23,18,Electronics,1936,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,3959,Male,0,1,30,36,Furniture,3959,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,2390,Male,0,1,50,12,NewCar,2390,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1736,Female,0,0,31,12,Furniture,1736,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,3857,Male,0,0,40,30,UsedCar,3857,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,804,Male,0,1,38,12,Electronics,804,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,1845,Male,0,1,23,45,Electronics,1845,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4576,Male,0,1,27,45,UsedCar,4576,3,4,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
